Time,A,B,k1,k2,k3
0.0,1.0,1.0,inf,1.0,0.0
0.10050251256281408,1.2731941536139744,1.3157379551346526,inf,1.0,0.0
0.20100502512562815,1.5463883072279487,1.6314759102693053,inf,1.0,0.0
0.30150753768844224,1.8195824608419233,1.947213865403958,inf,1.0,0.0
0.4020100502512563,2.0927766144558984,2.2629518205386088,inf,1.0,0.0
0.5025125628140704,2.3659707680698716,2.5786897756732614,inf,1.0,0.0
0.6030150753768845,2.6391649216838466,2.894427730807916,inf,1.0,0.0
0.7035175879396985,2.9123590752978217,3.2101656859425685,inf,1.0,0.0
0.8040201005025126,3.185553228911795,3.5259036410772193,inf,1.0,0.0
0.9045226130653267,3.45874738252577,3.841641596211872,inf,1.0,0.0
1.0050251256281408,3.731941536139745,4.157379551346525,inf,1.0,0.0
1.105527638190955,4.005135689753718,4.473117506481177,inf,1.0,0.0
1.206030150753769,4.278329843367693,4.78885546161583,inf,1.0,0.0
1.306532663316583,4.551523996981667,5.1045934167504825,inf,1.0,0.0
1.407035175879397,4.8247181505956425,5.420331371885135,inf,1.0,0.0
1.5075376884422111,5.097912304209616,5.736069327019787,inf,1.0,0.0
1.6080402010050252,5.371106457823591,6.05180728215444,inf,1.0,0.0
1.7085427135678393,5.644300611437565,6.367545237289093,inf,1.0,0.0
1.8090452261306533,5.917494765051539,6.683283192423745,inf,1.0,0.0
1.9095477386934674,6.190688918665514,6.999021147558398,inf,1.0,0.0
2.0100502512562817,6.463883072279489,7.314759102693052,inf,1.0,0.0
2.1105527638190957,6.737077225893464,7.6304970578277045,inf,1.0,0.0
2.21105527638191,7.010271379507437,7.946235012962356,inf,1.0,0.0
2.311557788944724,7.283465533121412,8.261972968097009,inf,1.0,0.0
2.412060301507538,7.556659686735387,8.577710923231662,inf,1.0,0.0
2.512562814070352,7.829853840349361,8.893448878366314,inf,1.0,0.0
2.613065326633166,8.103047993963335,9.209186833500967,inf,1.0,0.0
2.71356783919598,8.37624214757731,9.52492478863562,inf,1.0,0.0
2.814070351758794,8.649436301191283,9.840662743770272,inf,1.0,0.0
2.9145728643216082,8.922630454805258,10.156400698904925,inf,1.0,0.0
3.0150753768844223,9.195824608419233,10.472138654039577,inf,1.0,0.0
3.1155778894472363,9.469018762033206,10.78787660917423,inf,1.0,0.0
3.2160804020100504,9.742212915647182,11.103614564308883,inf,1.0,0.0
3.3165829145728645,10.015407069261157,11.419352519443535,inf,1.0,0.0
3.4170854271356785,10.28860122287513,11.735090474578186,inf,1.0,0.0
3.5175879396984926,10.561795376489105,12.05082842971284,inf,1.0,0.0
3.6180904522613067,10.83498953010308,12.366566384847491,inf,1.0,0.0
3.7185929648241207,11.108183683717053,12.682304339982144,inf,1.0,0.0
3.819095477386935,11.381377837331028,12.998042295116797,inf,1.0,0.0
3.919597989949749,11.654571990945001,13.31378025025144,inf,1.0,0.0
4.020100502512563,11.927766144558973,13.629518205386091,inf,1.0,0.0
4.120603015075377,12.200960298172944,13.945256160520742,inf,1.0,0.0
4.2211055276381915,12.47415445178693,14.260994115655407,inf,1.0,0.0
4.3216080402010055,12.747348605400902,14.576732070790058,inf,1.0,0.0
4.42211055276382,13.020542759014873,14.892470025924709,inf,1.0,0.0
4.522613065326634,13.29373691262883,15.208207981059346,inf,1.0,0.0
4.623115577889448,13.56693106624283,15.523945936194025,inf,1.0,0.0
4.723618090452262,13.840125219856802,15.839683891328676,inf,1.0,0.0
4.824120603015076,14.113319373470759,16.155421846463312,inf,1.0,0.0
4.92462311557789,14.38651352708473,16.471159801597963,inf,1.0,0.0
5.025125628140704,14.65970768069873,16.78689775673263,inf,1.0,0.0
5.125628140703518,14.932901834312688,17.10263571186728,inf,1.0,0.0
5.226130653266332,15.206095987926659,17.418373667001916,inf,1.0,0.0
5.326633165829146,15.47929014154063,17.734111622136567,inf,1.0,0.0
5.42713567839196,15.752484295154616,18.04984957727123,inf,1.0,0.0
5.527638190954774,16.025678448768588,18.365587532405883,inf,1.0,0.0
5.628140703517588,16.29887260238256,18.681325487540533,inf,1.0,0.0
